MinE_Orb; E_min; Last_Orb; E_last; Last_MO
20; -0.635070; 19; -0.602110;  (0C-2s 0.069476) (0C-1py 0.156574) (0C-3s 0.119280) (0C-2py 0.023664) (0C-1dyz 0.016558) (0C-1dx2y2 0.004218) (1C-1s 0.027954) (1C-1pz 0.113708) (1C-1px 0.021512) (1C-2pz 0.067727) (1C-1dz2 0.003599) (1C-1dx2y2 0.001809) (1C-1dxy 0.002024) (2C-2s 0.050566) (2C-1pz 0.123682) (2C-1px 0.008389) (2C-3s 0.063949) (2C-2pz 0.056859) (2C-2px 0.003867) (2C-1dyz 0.003949) (2C-1dx2y2 0.001007) (3C-1s 0.027892) (3C-1pz 0.145541) (3C-2pz 0.055209) (3C-2px 0.009319) (3C-1dxz 0.001901) (4C-2s 0.069562) (4C-1px 0.015378) (4C-1py 0.094852) (4C-3s 0.118268) (4C-2px 0.000536) (4C-2py 0.018648) (4C-1dyz 0.016208) (4C-1dx2y2 0.001654) (5C-1s 0.015860) (5C-1pz 0.283444) (5C-1px 0.019641) (5C-2pz 0.095499) (5C-2px 0.006541) (5C-1dyz 0.019160) (5C-1dx2y2 0.004479) (6H-1s 0.075161) (6H-2s 0.053095) (6H-1pz 0.001381) (6H-1py 0.003366) (7H-1s 0.037255) (7H-2s 0.037787) (7H-1pz 0.002233) (7H-1py 0.001061) (10H-1py 0.006141) (11H-1s 0.075002) (11H-2s 0.053021) (11H-1px 0.001881) (12H-1s 0.037247) (12H-2s 0.037799) (12H-1px 0.001341)
21; -0.629890; 22; -0.491840;  (8N-1s 0.000012) (8N-2s 0.000008) (8N-1py 0.165895) (8N-2py 0.085881) (8N-1dz2 0.000574) (8N-1dxy 0.014170) (9N-1s 0.000023) (9N-1py 0.165686) (9N-2py 0.085285) (9N-1dxz 0.036181) (9N-1dyz 0.000821) (9N-1dx2y2 0.000882)
23; -0.560770; 26; -0.455710;  (8N-2s 0.100010) (8N-1pz 0.004106) (8N-3s 0.323172) (8N-2pz 0.001778) (8N-1dz2 0.010675) (8N-1dxz 0.000325) (8N-1dyz 0.000006) (9N-2s 0.103837) (9N-1px 0.460725) (9N-1py 0.008783) (9N-3s 0.333422) (9N-2px 0.194465) (9N-2py 0.003711) (9N-1dz2 0.010796) (9N-1dxz 0.000368) (9N-1dyz 0.000007)
22; -0.574120; 23; -0.491840;  (8N-2s 0.000003) (8N-1pz 0.165988) (8N-1py 0.422386) (8N-2pz 0.085930) (8N-2py 0.218662) (8N-1dxz 0.014195) (8N-1dxy 0.036097) (9N-1s 0.000002) (9N-1pz 0.165786) (9N-1py 0.421871) (9N-2pz 0.085337) (9N-2py 0.217154) (9N-1dz2 0.000231) (9N-1dyz 0.000073) (9N-1dx2y2 0.001235)
24; -0.550210; 20; -0.589390;  (0C-2s 0.027202) (0C-1pz 0.246274) (0C-1py 0.151261) (0C-3s 0.011256) (0C-2pz 0.070828) (0C-2py 0.067841) (0C-1dxz 0.008450) (1C-2s 0.024235) (1C-1px 0.060227) (1C-3s 0.094960) (1C-2px 0.000892) (1C-2py 0.021448) (1C-1dxz 0.006421) (2C-2s 0.000073) (2C-1pz 0.117710) (2C-1py 0.121402) (2C-3s 0.000021) (2C-2pz 0.054627) (2C-2py 0.056258) (2C-1dz2 0.001893) (2C-1dyz 0.000143) (2C-1dx2y2 0.000968) (2C-1dxy 0.000894) (3C-1s 0.013062) (3C-1px 0.067414) (3C-2pz 0.023928) (3C-2px 0.004648) (3C-1dxz 0.005184) (3C-1dyz 0.002443) (4C-1s 0.009568) (4C-1pz 0.139944) (4C-1py 0.248298) (4C-2pz 0.065484) (4C-2py 0.073299) (4C-1dxz 0.001621) (4C-1dyz 0.005038) (5C-1px 0.131907) (5C-3s 0.000462) (5C-2px 0.027792) (5C-1dxz 0.005914) (6H-1px 0.002250) (7H-1s 0.074234) (7H-2s 0.071361) (7H-1py 0.001870) (10H-1px 0.001972) (11H-1s 0.200401) (11H-2s 0.163553) (11H-1px 0.002650) (12H-1pz 0.002028)
26; -0.458370; 25; -0.486060;  (0C-1s 0.000190) (0C-1dxy 0.007502) (1C-1s 0.000125) (1C-2s 0.000210) (1C-1dz2 0.002728) (1C-1dxz 0.005741) (1C-1dx2y2 0.007597) (2C-1py 0.000615) (2C-3s 0.001184) (2C-2py 0.000740) (2C-1dz2 0.009403) (2C-1dxz 0.011078) (2C-1dyz 0.012718) (2C-1dxy 0.010210) (3C-1s 0.000073) (3C-1pz 0.097668) (3C-1px 0.282227) (3C-1py 0.128546) (3C-2pz 0.065393) (3C-2px 0.188687) (3C-2py 0.087820) (3C-1dx2y2 0.000058) (3C-1dxy 0.004918) (4C-1s 0.000209) (4C-2s 0.000049) (4C-1pz 0.085055) (4C-1px 0.244330) (4C-1py 0.111981) (4C-2pz 0.053073) (4C-2px 0.156663) (4C-2py 0.071430) (4C-1dz2 0.004878) (4C-1dxz 0.008643) (4C-1dyz 0.000797) (4C-1dx2y2 0.004993) (5C-1s 0.000042) (5C-1pz 0.000237) (5C-1px 0.001343) (5C-1py 0.000798) (5C-3s 0.000138) (5C-2pz 0.000473) (5C-2px 0.000894) (5C-1dz2 0.005501) (5C-1dxz 0.006498) (5C-1dyz 0.007414) (5C-1dxy 0.005933) (6H-1s 0.000243) (6H-2s 0.000740) (7H-1s 0.000517) (7H-2s 0.001131) (10H-1s 0.000178) (10H-2s 0.000491) (10H-1pz 0.000014) (10H-1px 0.000034) (10H-1py 0.000012) (11H-1s 0.000414) (11H-2s 0.001286) (11H-1pz 0.002051) (11H-1px 0.005893) (11H-1py 0.002629) (12H-1s 0.000263) (12H-2s 0.000407) (12H-1pz 0.002391) (12H-1px 0.006972) (12H-1py 0.003148)
25; -0.469250; 24; -0.488550;  (0C-1s 0.000053) (0C-1dxz 0.001258) (0C-1dx2y2 0.012066) (1C-2s 0.000133) (1C-1pz 0.034945) (1C-1px 0.100832) (1C-1py 0.045919) (1C-2pz 0.020834) (1C-2px 0.059766) (1C-2py 0.026453) (1C-1dz2 0.008975) (1C-1dxz 0.013142) (1C-1dyz 0.006689) (2C-1s 0.000013) (2C-2s 0.000035) (2C-1pz 0.098350) (2C-1px 0.281234) (2C-1py 0.128924) (2C-2pz 0.055524) (2C-2px 0.160948) (2C-2py 0.072986) (2C-1dz2 0.000018) (2C-1dxz 0.000003) (2C-1dyz 0.000036) (2C-1dxy 0.000095) (3C-1s 0.000046) (3C-1pz 0.035759) (3C-1px 0.103289) (3C-1py 0.046846) (3C-3s 0.001001) (3C-2pz 0.020512) (3C-2px 0.061560) (3C-2py 0.027460) (3C-1dz2 0.000725) (3C-1dxz 0.003381) (3C-1dx2y2 0.012710) (4C-2s 0.000160) (4C-1dz2 0.007929) (4C-1dxz 0.011310) (4C-1dyz 0.006594) (5C-3s 0.001618) (5C-1dxy 0.006538) (6H-2s 0.000175) (7H-1s 0.000034) (7H-1pz 0.000816) (7H-1px 0.002388) (7H-1py 0.001073) (10H-1s 0.000013) (10H-2s 0.000674) (11H-1s 0.000181) (12H-2s 0.000022) (12H-1pz 0.000845) (12H-1px 0.002437) (12H-1py 0.001111)
27; -0.295940; 29; -0.217950;  (0C-1pz 0.055337) (0C-1px 0.160495) (0C-1py 0.073284) (0C-3s 0.001646) (0C-2pz 0.064083) (0C-2px 0.188843) (0C-2py 0.087772) (0C-1dz2 0.001904) (0C-1dxz 0.006573) (0C-1dx2y2 0.020238) (1C-1pz 0.066828) (1C-1px 0.192082) (1C-1py 0.086964) (1C-3s 0.007185) (1C-2pz 0.087092) (1C-2px 0.247827) (1C-2py 0.112373) (1C-1dx2y2 0.008630) (1C-1dxy 0.003135) (2C-2s 0.000071) (2C-3s 0.000644) (2C-1dxy 0.003319) (3C-1s 0.000226) (3C-1pz 0.066073) (3C-1px 0.192363) (3C-1py 0.087724) (3C-2pz 0.085450) (3C-2px 0.247192) (3C-2py 0.115311) (3C-1dyz 0.007453) (3C-1dxy 0.017897) (4C-1s 0.000127) (4C-2s 0.000402) (4C-1pz 0.055624) (4C-1px 0.159896) (4C-1py 0.072815) (4C-2pz 0.066219) (4C-2px 0.189239) (4C-2py 0.084542) (4C-1dz2 0.014526) (4C-1dxz 0.021605) (4C-1dyz 0.010498) (5C-1dz2 0.002025) (5C-1dxz 0.003277) (5C-1dyz 0.000449) (5C-1dx2y2 0.001619) (6H-1pz 0.002132) (6H-1px 0.006178) (6H-1py 0.002797) (7H-1pz 0.002772) (7H-1px 0.007969) (7H-1py 0.003556) (10H-1s 0.000086) (10H-2s 0.000809) (11H-1s 0.000525) (11H-2s 0.002731) (11H-1pz 0.002131) (11H-1px 0.006169) (11H-1py 0.002760) (12H-1s 0.000355) (12H-2s 0.002347) (12H-1pz 0.002740) (12H-1px 0.007971) (12H-1py 0.003628)
28; -0.281330; 33; -0.053230;  (8N-1s 0.000010) (8N-1pz 0.422169) (8N-1px 0.009175) (8N-3s 0.000046) (8N-2pz 0.468755) (8N-2px 0.010166) (8N-1dz2 0.000186) (8N-1dxy 0.007279) (9N-2s 0.000039) (9N-1py 0.276275) (9N-2py 0.305628) (9N-1dz2 0.000171) (9N-1dxy 0.007057)
29; -0.202550; 28; -0.243180;  (0C-2s 0.000653) (0C-1pz 0.106482) (0C-1px 0.305817) (0C-1py 0.139600) (0C-2pz 0.114368) (0C-2px 0.334337) (0C-2py 0.152299) (0C-1dxy 0.008209) (1C-1s 0.000209) (1C-1dxy 0.008423) (2C-2s 0.000361) (2C-1pz 0.000863) (2C-1px 0.000199) (2C-3s 0.001425) (2C-2pz 0.000590) (2C-2px 0.000364) (2C-1dz2 0.011317) (2C-1dxz 0.013373) (2C-1dyz 0.015311) (2C-1dxy 0.012321) (3C-1s 0.000188) (3C-1pz 0.094093) (3C-1px 0.271482) (3C-1py 0.124129) (3C-3s 0.000024) (3C-2pz 0.104481) (3C-2px 0.303702) (3C-2py 0.139687) (3C-1dz2 0.005351) (3C-1dxz 0.009893) (3C-1dx2y2 0.008511) (4C-2s 0.000335) (4C-3s 0.000902) (4C-1dz2 0.005770) (4C-1dxz 0.009470) (4C-1dyz 0.001960) (4C-1dx2y2 0.002967) (5C-1s 0.000047) (5C-1px 0.000100) (5C-1py 0.000280) (5C-3s 0.001792) (5C-2pz 0.000488) (5C-2px 0.000903) (5C-1dx2y2 0.021448) (6H-1pz 0.003451) (6H-1px 0.009961) (6H-1py 0.004542) (7H-1s 0.000457) (7H-2s 0.001473) (10H-1s 0.000034) (10H-1pz 0.000006) (10H-1py 0.000021) (12H-1s 0.000116) (12H-2s 0.000201) (12H-1pz 0.003386) (12H-1px 0.009809) (12H-1py 0.004464)
30; -0.175790; 34; -0.053230;  (8N-2s 0.000007) (8N-1px 0.005397) (8N-2px 0.005995) (8N-1dxz 0.007288) (8N-1dyz 0.000029) (8N-1dxy 0.011161) (9N-1pz 0.276387) (9N-1py 0.423455) (9N-3s 0.000009) (9N-2pz 0.305752) (9N-2py 0.468447) (9N-1dxz 0.007065) (9N-1dyz 0.000036) (9N-1dxy 0.010821)
31; -0.099530; 27; -0.349610;  (0C-2s 0.070581) (0C-1pz 0.141482) (0C-1px 0.000146) (0C-3s 0.130322) (0C-2pz 0.058161) (0C-2px 0.035174) (0C-1dxz 0.008682) (1C-1s 0.011042) (1C-1px 0.029433) (1C-1py 0.041286) (1C-3s 0.008766) (1C-2py 0.034277) (1C-1dz2 0.021535) (1C-1dxz 0.001859) (1C-1dx2y2 0.005916) (1C-1dxy 0.016612) (2C-2s 0.028031) (2C-1pz 0.427867) (2C-1px 0.029484) (2C-3s 0.091113) (2C-2pz 0.343485) (2C-2px 0.023956) (2C-1dxz 0.003565) (2C-1dx2y2 0.001175) (2C-1dxy 0.003812) (3C-1s 0.010998) (3C-1py 0.134050) (3C-3s 0.010157) (3C-2px 0.009431) (3C-2py 0.007739) (3C-1dxz 0.017296) (4C-2s 0.070649) (4C-1pz 0.123381) (4C-1px 0.018279) (4C-3s 0.129619) (4C-2pz 0.131771) (4C-1dz2 0.011795) (4C-1dx2y2 0.007068) (4C-1dxy 0.009301) (5C-2s 0.022539) (5C-1py 0.000524) (5C-3s 0.157767) (5C-2pz 0.017119) (5C-2px 0.000930) (5C-1dz2 0.000609) (5C-1dxz 0.002195) (5C-1dxy 0.001971) (6H-1pz 0.001922) (6H-1px 0.000421) (7H-1px 0.000095) (7H-1py 0.001462) (10H-1s 0.024882) (10H-2s 0.021799) (10H-1pz 0.000235) (10H-1px 0.000018) (11H-1pz 0.002672) (12H-1py 0.002123)
33; -0.032590; 32; -0.054490;  (0C-1s 0.010359) (0C-1pz 0.160631) (0C-1py 0.037087) (0C-2pz 0.348975) (0C-1dz2 0.015023) (0C-1dyz 0.005251) (0C-1dx2y2 0.008165) (0C-1dxy 0.005382) (1C-1s 0.058631) (1C-1pz 0.053233) (1C-1py 0.192909) (1C-2pz 0.031796) (1C-2py 0.452740) (1C-1dxz 0.002201) (1C-1dyz 0.001716) (2C-1s 0.000431) (2C-1px 0.011528) (2C-2px 0.078616) (2C-1dz2 0.017615) (2C-1dyz 0.001235) (2C-1dx2y2 0.008999) (2C-1dxy 0.008414) (3C-2s 0.092474) (3C-1pz 0.195328) (3C-1py 0.063050) (3C-3s 1.033722) (3C-2pz 0.465339) (3C-2py 0.055703) (3C-1dxz 0.011744) (4C-2s 0.002884) (4C-1pz 0.028653) (4C-1py 0.156226) (4C-3s 0.378734) (4C-2py 0.333816) (4C-1dz2 0.015744) (4C-1dx2y2 0.007622) (4C-1dxy 0.008908) (5C-1s 0.000308) (5C-1pz 0.037987) (5C-1py 0.037762) (5C-2px 0.018354) (5C-1dxz 0.005323) (6H-1s 0.052592) (6H-2s 0.700273) (6H-1px 0.001807) (7H-1s 0.090846) (7H-2s 1.203731) (7H-1px 0.004310) (10H-1s 0.000436) (10H-2s 0.006584) (10H-1pz 0.002863) (10H-1py 0.003024) (11H-1px 0.002001) (12H-1px 0.003775)
34; -0.025990; 30; -0.089620;  (0C-2s 0.063646) (0C-1px 0.030118) (0C-1py 0.043010) (0C-3s 0.560568) (0C-2px 0.063879) (0C-2py 0.073087) (0C-1dxz 0.013200) (0C-1dxy 0.001616) (1C-2s 0.181973) (1C-1pz 0.059937) (1C-1px 0.010021) (1C-3s 0.769111) (1C-2pz 0.073002) (1C-2px 0.133487) (1C-1dz2 0.005514) (1C-1dxz 0.003683) (1C-1dx2y2 0.008319) (1C-1dxy 0.011854) (2C-1s 0.036427) (2C-1py 0.020430) (2C-2py 0.179821) (2C-1dyz 0.031105) (2C-1dx2y2 0.003217) (3C-2s 0.182236) (3C-1pz 0.073422) (3C-1px 0.000976) (3C-3s 0.773527) (3C-2pz 0.360797) (3C-1dxz 0.010665) (3C-1dxy 0.004347) (4C-2s 0.063691) (4C-1py 0.141791) (4C-3s 0.556416) (4C-2py 0.270191) (4C-1dz2 0.013543) (4C-1dxz 0.002663) (4C-1dx2y2 0.005640) (4C-1dxy 0.013170) (5C-2s 0.068292) (5C-1py 0.087185) (5C-3s 0.168685) (5C-2py 0.265673) (5C-1dyz 0.028591) (5C-1dx2y2 0.007569) (6H-1pz 0.002321) (6H-1py 0.005135) (7H-1pz 0.003515) (7H-1py 0.004761) (10H-1pz 0.004003) (10H-1px 0.000318) (11H-1px 0.002973) (12H-1px 0.003359)
35; -0.005730; 35; -0.034720;  (0C-1s 0.022854) (0C-1pz 0.127523) (0C-1py 0.012623) (0C-2pz 0.355788) (0C-2py 0.247858) (0C-1dz2 0.005789) (0C-1dyz 0.009808) (0C-1dx2y2 0.002730) (1C-2s 0.130956) (1C-1pz 0.099611) (1C-1px 0.023732) (1C-3s 0.723011) (1C-2pz 0.083743) (1C-2px 0.214562) (1C-1dxz 0.009155) (1C-1dx2y2 0.000190) (1C-1dxy 0.008182) (2C-1s 0.060452) (2C-1pz 0.055528) (2C-1px 0.003759) (2C-2py 0.078621) (2C-1dz2 0.000960) (2C-1dyz 0.017620) (3C-2s 0.128578) (3C-1pz 0.138759) (3C-3s 0.706502) (3C-2pz 0.554462) (3C-1dz2 0.001613) (3C-1dxz 0.008296) (3C-1dx2y2 0.001211) (3C-1dxy 0.009081) (4C-1s 0.021696) (4C-1px 0.057933) (4C-2px 0.244785) (4C-1dyz 0.009075) (5C-1s 0.044704) (5C-1pz 0.172352) (5C-1px 0.013022) (5C-2pz 0.213724) (5C-2px 0.017810) (5C-1dz2 0.003099) (5C-1dxz 0.007453) (5C-1dxy 0.006385) (6H-1s 0.057253) (6H-2s 0.695216) (6H-1px 0.001905) (7H-1pz 0.007147) (7H-1py 0.004032) (10H-1s 0.065374) (10H-2s 1.033313) (10H-1py 0.004307) (11H-1s 0.057907) (11H-2s 0.691491) (11H-1py 0.004965) (12H-1px 0.004555)
36; 0.018310; 36; -0.012020;  (0C-1s 0.098734) (0C-1pz 0.074724) (0C-1py 0.088786) (0C-2pz 0.208424) (0C-2py 0.349408) (0C-1dxz 0.003069) (1C-2s 0.112620) (1C-1px 0.031228) (1C-1py 0.013390) (1C-3s 0.733217) (1C-2px 0.214812) (1C-2py 0.046201) (1C-1dyz 0.013084) (1C-1dx2y2 0.004089) (2C-2s 0.002104) (2C-1px 0.004877) (2C-3s 0.033029) (2C-2px 0.133401) (2C-1dz2 0.013464) (2C-1dyz 0.000966) (2C-1dx2y2 0.006981) (2C-1dxy 0.006494) (3C-1s 0.059212) (3C-1pz 0.020041) (3C-1px 0.038349) (3C-2pz 0.100177) (3C-2px 0.254405) (3C-1dz2 0.002297) (3C-1dxz 0.002795) (3C-1dxy 0.000035) (4C-2s 0.151077) (4C-1pz 0.085545) (4C-1py 0.079788) (4C-3s 1.783300) (4C-2pz 0.351704) (4C-2py 0.220157) (4C-1dxz 0.001141) (4C-1dyz 0.009395) (4C-1dx2y2 0.001788) (5C-2s 0.003301) (5C-1px 0.070215) (5C-3s 0.026209) (5C-2px 0.266126) (5C-1dz2 0.011700) (5C-1dyz 0.000996) (5C-1dx2y2 0.006102) (5C-1dxy 0.005516) (6H-1s 0.025967) (6H-2s 1.137590) (6H-1px 0.001208) (6H-1py 0.001034) (7H-1px 0.000367) (7H-1py 0.005520) (10H-1px 0.006250) (11H-1pz 0.001572) (11H-1px 0.001583) (12H-1s 0.032431) (12H-2s 0.536633) (12H-1pz 0.006048) (12H-1px 0.001197)
32; -0.040730; 31; -0.072970;  (0C-1s 0.000302) (0C-1dz2 0.004022) (0C-1dxz 0.005238) (0C-1dyz 0.005074) (0C-1dxy 0.003292) (1C-2s 0.000270) (1C-1pz 0.090322) (1C-1px 0.265217) (1C-1py 0.118123) (1C-3s 0.010729) (1C-2pz 0.148796) (1C-2px 0.428005) (1C-2py 0.185891) (1C-1dxz 0.001725) (1C-1dx2y2 0.016740) (2C-2s 0.000251) (2C-3s 0.006158) (2C-1dxz 0.000062) (2C-1dxy 0.000065) (3C-1s 0.001364) (3C-1pz 0.088291) (3C-1px 0.265114) (3C-1py 0.119755) (3C-2pz 0.138548) (3C-2px 0.426106) (3C-2py 0.197508) (3C-1dz2 0.011237) (3C-1dxz 0.015397) (3C-1dyz 0.009177) (4C-1s 0.000020) (4C-1dx2y2 0.008165) (5C-1s 0.000024) (5C-1pz 0.101321) (5C-1px 0.292675) (5C-1py 0.132682) (5C-2pz 0.153537) (5C-2px 0.452662) (5C-2py 0.201190) (5C-1dxy 0.009121) (7H-1pz 0.005123) (7H-1px 0.014939) (7H-1py 0.006846) (10H-1s 0.000264) (10H-2s 0.001893) (10H-1pz 0.004602) (10H-1px 0.013288) (10H-1py 0.006094) (11H-1s 0.000360) (11H-2s 0.007439) (12H-1s 0.002151) (12H-2s 0.021141) (12H-1pz 0.005315) (12H-1px 0.014879) (12H-1py 0.006831)
37; 0.018890; 37; -0.005840;  (0C-1s 0.084481) (0C-1pz 0.033644) (0C-1py 0.007268) (0C-2pz 0.464483) (0C-1dyz 0.005015) (1C-2s 0.056147) (1C-1px 0.053929) (1C-2px 0.456013) (1C-1dz2 0.003581) (1C-1dyz 0.015396) (1C-1dx2y2 0.011689) (1C-1dxy 0.005801) (2C-2s 0.080651) (2C-1pz 0.010984) (2C-1px 0.001065) (2C-3s 1.784093) (2C-2py 0.257928) (2C-1dxz 0.000753) (2C-1dyz 0.004928) (2C-1dx2y2 0.003122) (2C-1dxy 0.001542) (3C-2s 0.059744) (3C-1pz 0.021626) (3C-1py 0.118270) (3C-2pz 0.516054) (3C-2py 0.636721) (3C-1dxz 0.003165) (3C-1dyz 0.014426) (3C-1dx2y2 0.002420) (4C-1s 0.087227) (4C-1px 0.017636) (4C-2pz 0.114552) (4C-2px 0.164036) (4C-1dz2 0.014666) (4C-1dyz 0.006488) (4C-1dx2y2 0.002947) (5C-2s 0.230620) (5C-1py 0.032008) (5C-3s 1.337037) (5C-2py 0.394386) (5C-1dxz 0.006586) (5C-1dx2y2 0.004010) (5C-1dxy 0.007454) (6H-1s 0.045955) (6H-2s 0.853914) (6H-1px 0.004625) (7H-1px 0.001718) (7H-1py 0.005966) (10H-1pz 0.003803) (10H-1px 0.000132) (11H-1s 0.046600) (11H-2s 0.882689) (11H-1pz 0.008942) (11H-1py 0.002252) (12H-1py 0.012194)
38; 0.067590; 39; 0.053270;  (0C-1s 0.012739) (0C-2s 0.011763) (0C-1px 0.006726) (0C-1py 0.114624) (0C-2px 0.156086) (0C-2py 0.270013) (0C-1dxz 0.002579) (0C-1dyz 0.005316) (1C-1s 0.019680) (1C-1px 0.119923) (1C-2px 0.438978) (1C-1dz2 0.001291) (1C-1dyz 0.026123) (1C-1dx2y2 0.007235) (2C-2s 0.179573) (2C-1py 0.009869) (2C-3s 2.468023) (2C-2py 0.331271) (2C-1dxz 0.017951) (2C-1dx2y2 0.009235) (2C-1dxy 0.019944) (3C-1s 0.019336) (3C-1pz 0.078175) (3C-1py 0.222833) (3C-2pz 0.090755) (3C-2py 1.039122) (3C-1dyz 0.025658) (3C-1dx2y2 0.001367) (4C-1s 0.013770) (4C-2s 0.010122) (4C-1py 0.161984) (4C-2py 0.769981) (4C-1dz2 0.005191) (4C-1dyz 0.005984) (4C-1dx2y2 0.006191) (4C-1dxy 0.003795) (5C-1s 0.033149) (5C-1pz 0.160980) (5C-1px 0.010368) (5C-2pz 0.801886) (5C-2px 0.050977) (5C-1dyz 0.011230) (6H-1pz 0.003182) (6H-1py 0.000177) (7H-1s 0.041082) (7H-1px 0.004368) (7H-1py 0.005194) (10H-2s 1.278146) (10H-1py 0.003040) (11H-1px 0.001449) (12H-1s 0.041113) (12H-1py 0.018479)
39; 0.105550; 38; 0.049200;  (0C-1s 0.048388) (0C-1px 0.104017) (0C-2px 0.348877) (0C-1dxz 0.008588) (1C-2s 0.034352) (1C-1py 0.197300) (1C-3s 0.006179) (1C-2py 0.883242) (1C-1dz2 0.009341) (1C-1dyz 0.023609) (1C-1dx2y2 0.009735) (2C-2s 0.001036) (2C-1px 0.112507) (2C-3s 0.017890) (2C-2px 0.247565) (2C-1dz2 0.019595) (2C-1dyz 0.001212) (2C-1dx2y2 0.010102) (2C-1dxy 0.009518) (3C-1s 0.009701) (3C-1pz 0.210303) (3C-2pz 0.956026) (3C-1dz2 0.016221) (3C-1dxz 0.004034) (3C-1dx2y2 0.003450) (3C-1dxy 0.014178) (4C-2s 0.054395) (4C-1px 0.120618) (4C-3s 1.206636) (4C-2pz 0.041031) (4C-2px 0.415935) (4C-1dxz 0.001954) (4C-1dyz 0.014614) (5C-1s 0.000135) (5C-1px 0.071359) (5C-2px 0.377765) (5C-1dz2 0.029916) (5C-1dyz 0.002160) (5C-1dx2y2 0.015296) (5C-1dxy 0.014221) (6H-1pz 0.005464) (6H-1py 0.003337) (7H-1s 0.015303) (7H-2s 0.797635) (7H-1px 0.004866) (7H-1py 0.000674) (10H-2s 0.006182) (10H-1px 0.008311) (11H-1s 0.067979) (11H-2s 0.855574) (11H-1pz 0.003117) (11H-1py 0.005441) (12H-1pz 0.001596) (12H-1px 0.005882)
40; 0.124270; 40; 0.106040;  (0C-1px 0.122611) (0C-3s 0.191942) (0C-2pz 0.005088) (0C-2px 0.700715) (0C-1dyz 0.042390) (0C-1dx2y2 0.009283) (1C-1s 0.046816) (1C-1pz 0.212132) (1C-1px 0.007878) (1C-2pz 0.518249) (1C-2px 0.166554) (1C-1dz2 0.009341) (1C-1dx2y2 0.002058) (1C-1dxy 0.003512) (2C-2s 0.020072) (2C-1py 0.067432) (2C-3s 0.722220) (2C-2py 0.482328) (2C-1dz2 0.001509) (2C-1dyz 0.010714) (3C-1s 0.047114) (3C-1pz 0.198591) (3C-1px 0.020340) (3C-2pz 0.817294) (3C-1dxz 0.003957) (4C-1pz 0.244169) (4C-1py 0.051227) (4C-3s 0.187338) (4C-2pz 1.591110) (4C-2py 0.087202) (4C-1dyz 0.042015) (4C-1dx2y2 0.006729) (5C-2s 0.054686) (5C-1pz 0.106763) (5C-1px 0.007409) (5C-3s 2.608399) (5C-2pz 0.778164) (5C-2px 0.050353) (5C-1dz2 0.006228) (5C-1dxz 0.016132) (5C-1dxy 0.013685) (6H-1s 0.068261) (6H-1pz 0.007730) (6H-1px 0.006754) (7H-1pz 0.003487) (7H-1py 0.002123) (10H-1s 0.137079) (10H-2s 0.378578) (10H-1py 0.005058) (11H-1s 0.067959) (11H-1pz 0.021675) (12H-1px 0.002253)
41; 0.147470; 41; 0.152390;  (0C-1s 0.001541) (0C-1px 0.002370) (0C-1py 0.042677) (0C-3s 0.152248) (0C-2py 1.168506) (0C-1dz2 0.037227) (0C-1dx2y2 0.015465) (0C-1dxy 0.022473) (1C-2s 0.042889) (1C-1py 0.104297) (1C-3s 3.557777) (1C-2pz 0.957586) (1C-2py 1.077994) (1C-1dxz 0.011931) (1C-1dyz 0.002110) (2C-1s 0.000184) (2C-1pz 0.154006) (2C-1py 0.158067) (2C-2pz 1.878350) (2C-2py 1.937925) (2C-1dz2 0.027436) (2C-1dyz 0.001962) (2C-1dx2y2 0.014074) (2C-1dxy 0.012979) (3C-1s 0.071065) (3C-1pz 0.109053) (3C-2pz 1.039631) (3C-2py 0.998124) (3C-1dxz 0.020446) (4C-2s 0.010642) (4C-1pz 0.047031) (4C-1px 0.012302) (4C-2pz 1.250728) (4C-1dz2 0.032269) (4C-1dyz 0.018421) (4C-1dx2y2 0.019993) (4C-1dxy 0.010489) (5C-1s 0.000050) (5C-2s 0.000339) (5C-1pz 0.210166) (5C-1py 0.217803) (5C-2pz 0.693795) (5C-2py 0.716904) (5C-1dz2 0.007442) (5C-1dyz 0.000665) (5C-1dx2y2 0.003776) (5C-1dxy 0.003541) (6H-1s 0.078940) (6H-1py 0.022305) (7H-1s 0.126925) (7H-2s 0.281043) (7H-1pz 0.004420) (7H-1px 0.002862) (10H-1px 0.002796) (11H-2s 0.276401) (11H-1pz 0.023654) (12H-1px 0.001857) (12H-1py 0.003732)
