MinE_Orb; E_min; Last_Orb; E_last; Last_MO
110; 2.194760; 110; 2.174870;  (0C-2s 0.000574) (0C-3s 0.004769) (0C-1dz2 0.119184) (0C-1dxz 0.157712) (0C-1dyz 0.123017) (0C-1dxy 0.046902) (1C-1s 0.000182) (1C-3s 0.000230) (1C-2pz 0.011281) (1C-2px 0.027799) (1C-2py 0.011656) (1C-1dyz 0.029797) (1C-1dxy 0.079977) (2C-1s 0.000007) (2C-2s 0.000324) (2C-1dz2 0.030144) (2C-1dxz 0.051375) (2C-1dyz 0.006544) (2C-1dx2y2 0.024442) (3C-3s 0.005516) (3C-2pz 0.004140) (3C-2px 0.031055) (3C-2py 0.010669) (3C-1dx2y2 0.029441) (3C-1dxy 0.018899) (4C-1s 0.000363) (4C-2s 0.000668) (4C-1dx2y2 0.213386) (5C-3s 0.010761) (5C-1dz2 0.133170) (5C-1dxz 0.219622) (5C-1dyz 0.030172) (5C-1dx2y2 0.106541) (6H-1pz 0.157108) (6H-1px 0.451315) (6H-1py 0.203410) (7H-1pz 0.043012) (7H-1px 0.128182) (7H-1py 0.058189) (10H-2s 0.001454) (10H-1pz 0.200125) (10H-1px 0.569535) (10H-1py 0.262495) (11H-1pz 0.154078) (11H-1px 0.452607) (11H-1py 0.206671) (12H-1s 0.000767) (12H-2s 0.001756) (12H-1pz 0.044277) (12H-1px 0.127662) (12H-1py 0.057734)
112; 2.221460; 10; -1.006870;  (0C-2s 0.182425) (0C-1pz 0.054164) (0C-1px 0.004338) (0C-3s 0.137924) (0C-2pz 0.015304) (0C-1dz2 0.005208) (1C-2s 0.248348) (1C-1py 0.060083) (1C-3s 0.186798) (1C-2pz 0.006505) (1C-2px 0.000314) (1C-1dz2 0.002758) (2C-2s 0.000082) (2C-1px 0.114052) (2C-3s 0.000079) (2C-2pz 0.000276) (2C-2py 0.000263) (2C-1dz2 0.009981) (2C-1dyz 0.000702) (2C-1dx2y2 0.005108) (2C-1dxy 0.004733) (3C-1s 0.126087) (3C-1pz 0.062112) (3C-2py 0.006011) (3C-1dxz 0.003897) (3C-1dyz 0.003714) (3C-1dx2y2 0.004631) (3C-1dxy 0.004500) (4C-1s 0.092599) (4C-1py 0.049272) (4C-2py 0.014381) (4C-1dxz 0.000673) (4C-1dyz 0.007907) (4C-1dx2y2 0.005803) (4C-1dxy 0.003363) (5C-2s 0.000118) (5C-1px 0.040967) (5C-3s 0.000019) (5C-2px 0.003329) (5C-1dxz 0.002860) (6H-1s 0.047570) (6H-2s 0.011256) (6H-1pz 0.004261) (6H-1py 0.000443) (7H-1s 0.061564) (7H-2s 0.002566) (7H-1pz 0.000453) (7H-1py 0.005411) (10H-1s 0.000025) (10H-2s 0.000002) (10H-1px 0.000404) (11H-1pz 0.000185) (11H-1py 0.004156) (12H-1pz 0.005530) (12H-1py 0.000782)
109; 2.170600; 107; 2.048000;  (0C-1s 0.018640) (0C-2s 0.289584) (0C-1py 0.186697) (0C-3s 0.210972) (0C-2pz 0.030082) (0C-2py 0.265525) (0C-1dxz 0.116923) (0C-1dyz 0.186902) (0C-1dx2y2 0.118756) (0C-1dxy 0.083830) (1C-1s 0.013123) (1C-2s 0.435181) (1C-1px 0.038252) (1C-1py 0.028942) (1C-2px 0.768743) (1C-1dz2 0.156803) (1C-1dxz 0.128851) (1C-1dx2y2 0.107351) (1C-1dxy 0.267293) (2C-1py 0.093057) (2C-3s 4.339353) (2C-2py 0.816749) (2C-1dz2 0.191506) (3C-1s 0.012724) (3C-2s 0.433890) (3C-1py 0.134729) (3C-2pz 1.016942) (3C-2py 0.855494) (3C-1dxz 0.259067) (3C-1dxy 0.118834) (4C-1s 0.018470) (4C-2s 0.287974) (4C-1px 0.063117) (4C-1py 0.006579) (4C-3s 0.218736) (4C-2px 0.112309) (4C-1dxz 0.036802) (4C-1dyz 0.201912) (4C-1dx2y2 0.218994) (4C-1dxy 0.169063) (5C-1s 0.027617) (5C-2s 0.052720) (5C-1pz 0.039422) (5C-1px 0.002664) (5C-2py 0.369628) (5C-1dxz 0.199449) (5C-1dx2y2 0.029815) (5C-1dxy 0.201615) (6H-1s 0.121162) (6H-1px 0.012994) (6H-1py 0.023931) (7H-1s 0.107137) (7H-1pz 0.164775) (7H-1px 0.041855) (10H-1pz 0.114562) (10H-1px 0.006884) (11H-1s 0.118653) (11H-1py 0.079732) (12H-1s 0.107259) (12H-1pz 0.253288)
39; 0.105550; 38; 0.049200;  (0C-1s 0.048388) (0C-1px 0.104017) (0C-2px 0.348877) (0C-1dxz 0.008588) (1C-2s 0.034352) (1C-1py 0.197300) (1C-3s 0.006179) (1C-2py 0.883242) (1C-1dz2 0.009341) (1C-1dyz 0.023609) (1C-1dx2y2 0.009735) (2C-2s 0.001036) (2C-1px 0.112507) (2C-3s 0.017890) (2C-2px 0.247565) (2C-1dz2 0.019595) (2C-1dyz 0.001212) (2C-1dx2y2 0.010102) (2C-1dxy 0.009518) (3C-1s 0.009701) (3C-1pz 0.210303) (3C-2pz 0.956026) (3C-1dz2 0.016221) (3C-1dxz 0.004034) (3C-1dx2y2 0.003450) (3C-1dxy 0.014178) (4C-2s 0.054395) (4C-1px 0.120618) (4C-3s 1.206636) (4C-2pz 0.041031) (4C-2px 0.415935) (4C-1dxz 0.001954) (4C-1dyz 0.014614) (5C-1s 0.000135) (5C-1px 0.071359) (5C-2px 0.377765) (5C-1dz2 0.029916) (5C-1dyz 0.002160) (5C-1dx2y2 0.015296) (5C-1dxy 0.014221) (6H-1pz 0.005464) (6H-1py 0.003337) (7H-1s 0.015303) (7H-2s 0.797635) (7H-1px 0.004866) (7H-1py 0.000674) (10H-2s 0.006182) (10H-1px 0.008311) (11H-1s 0.067979) (11H-2s 0.855574) (11H-1pz 0.003117) (11H-1py 0.005441) (12H-1pz 0.001596) (12H-1px 0.005882)
113; 2.248150; 112; 2.220980;  (0C-1s 0.016965) (0C-2s 0.099471) (0C-1py 0.267696) (0C-2py 1.513287) (0C-1dyz 0.384122) (0C-1dx2y2 0.021811) (1C-1py 0.191096) (1C-3s 2.980521) (1C-2py 1.612778) (1C-1dz2 0.131634) (2C-1s 0.010235) (2C-1pz 0.088178) (2C-1px 0.006017) (2C-2pz 0.762847) (2C-2px 0.045904) (2C-1dxz 0.000571) (2C-1dyz 0.141687) (2C-1dx2y2 0.073187) (2C-1dxy 0.021868) (3C-1px 0.038144) (3C-1py 0.068487) (3C-3s 2.963012) (3C-2px 0.227734) (3C-2py 0.800988) (3C-1dz2 0.243714) (4C-1s 0.016987) (4C-2s 0.098732) (4C-1px 0.050527) (4C-1py 0.102916) (4C-2px 0.246966) (4C-2py 0.683985) (4C-1dz2 0.066423) (4C-1dyz 0.408977) (4C-1dx2y2 0.189766) (5C-1s 0.050483) (5C-1py 0.112038) (5C-2pz 0.027798) (5C-2px 0.003398) (5C-1dxz 0.239589) (5C-1dx2y2 0.186986) (5C-1dxy 0.289937) (6H-1s 0.085223) (6H-2s 0.054902) (6H-1pz 0.098361) (6H-1px 0.040026) (7H-2s 0.481090) (7H-1pz 0.349845) (7H-1py 0.088490) (10H-1s 0.191748) (10H-2s 0.023008) (10H-1pz 0.013326) (10H-1px 0.000118) (11H-1s 0.085789) (11H-2s 0.055762) (11H-1pz 0.175133) (12H-2s 0.479498) (12H-1px 0.182335)
115; 2.287240; 53; 0.435220;  (0C-1s 0.038775) (0C-2s 0.071609) (0C-1py 0.273997) (0C-2px 0.539377) (0C-1dz2 0.052043) (0C-1dyz 0.014050) (0C-1dx2y2 0.012012) (1C-1px 0.076151) (1C-3s 1.094465) (1C-2pz 0.477660) (1C-2py 1.090439) (1C-1dxz 0.031875) (1C-1dyz 0.008428) (1C-1dx2y2 0.035012) (1C-1dxy 0.043578) (2C-1s 0.004585) (2C-1pz 0.462245) (2C-1px 0.031474) (2C-2py 0.280489) (2C-1dxz 0.027530) (2C-1dyz 0.007983) (2C-1dx2y2 0.029925) (2C-1dxy 0.035524) (3C-1pz 0.011443) (3C-1py 0.152957) (3C-3s 1.106290) (3C-2px 0.646366) (3C-1dxz 0.034140) (3C-1dyz 0.008118) (3C-1dx2y2 0.032135) (3C-1dxy 0.040968) (4C-1s 0.038885) (4C-2s 0.071787) (4C-1px 0.069234) (4C-1py 0.111960) (4C-2pz 0.436601) (4C-2py 0.844726) (4C-1dxz 0.000275) (4C-1dyz 0.007711) (5C-1s 0.017144) (5C-2s 0.206387) (5C-1py 0.063286) (5C-3s 1.128796) (5C-2pz 0.706391) (5C-2px 0.045689) (5C-1dz2 0.042083) (6H-1s 0.311123) (6H-1px 0.005395) (6H-1py 0.004916) (7H-2s 0.742485) (7H-1py 0.015959) (10H-1s 0.383866) (10H-2s 0.106313) (10H-1py 0.010575) (11H-1s 0.311848) (11H-1py 0.020015) (12H-2s 0.743607) (12H-1px 0.004966) (12H-1py 0.002621)
114; 2.255120; 115; 2.268730;  (0C-1s 0.048451) (0C-2s 0.176072) (0C-1py 0.143560) (0C-2px 0.042223) (0C-2py 1.009953) (0C-1dxz 0.096076) (0C-1dyz 0.301412) (0C-1dx2y2 0.217995) (0C-1dxy 0.139991) (1C-1py 0.332539) (1C-3s 3.610652) (1C-2py 1.356746) (1C-1dz2 0.095540) (2C-1s 0.000045) (2C-2s 0.000904) (2C-1pz 0.141525) (2C-1py 0.146422) (2C-2pz 1.006969) (2C-2py 1.037484) (2C-1dxz 0.147416) (3C-1s 0.067070) (3C-2s 0.328145) (3C-1pz 0.346820) (3C-2pz 1.385429) (3C-2py 0.065836) (3C-1dxz 0.229448) (3C-1dyz 0.242387) (3C-1dx2y2 0.236392) (3C-1dxy 0.210261) (4C-1pz 0.160138) (4C-1px 0.021087) (4C-3s 1.382349) (4C-2pz 1.137656) (4C-2px 0.210640) (4C-1dz2 0.145357) (5C-1px 0.080586) (5C-3s 0.020305) (5C-2pz 0.609973) (5C-2py 0.616254) (5C-1dxz 0.026836) (6H-1pz 0.029692) (6H-1px 0.110645) (7H-2s 0.460485) (7H-1py 0.239517) (10H-2s 0.002957) (10H-1px 0.060072) (11H-1s 0.011090) (11H-2s 0.331173) (11H-1px 0.092079) (11H-1py 0.015269) (12H-1s 0.168639) (12H-1pz 0.247645)
116; 2.299760; 9; -1.121630;  (0C-2s 0.146250) (0C-1pz 0.064138) (0C-3s 0.117590) (0C-2pz 0.030353) (0C-2py 0.005746) (0C-1dz2 0.004870) (1C-2s 0.195385) (1C-1pz 0.030549) (1C-1py 0.077664) (1C-3s 0.068344) (1C-2px 0.011636) (1C-1dz2 0.001861) (1C-1dyz 0.000771) (2C-2s 0.257049) (2C-1py 0.053219) (2C-3s 0.206296) (2C-2py 0.022439) (2C-1dz2 0.003661) (2C-1dyz 0.002823) (3C-2s 0.195449) (3C-1px 0.042955) (3C-3s 0.068403) (3C-2pz 0.022315) (3C-2py 0.005599) (3C-1dz2 0.003737) (3C-1dyz 0.000905) (4C-2s 0.146331) (4C-1pz 0.007230) (4C-1px 0.025942) (4C-3s 0.117782) (4C-2px 0.014991) (4C-1dz2 0.002169) (5C-2s 0.126864) (5C-1pz 0.042299) (5C-1px 0.002918) (5C-3s 0.033943) (5C-2py 0.006655) (5C-1dz2 0.002436) (6H-1s 0.024732) (6H-2s 0.009094) (6H-1pz 0.002275) (6H-1py 0.000409) (7H-1s 0.029899) (7H-1pz 0.000649) (7H-1py 0.002971) (10H-1s 0.019598) (10H-1pz 0.001792) (10H-1px 0.000122) (11H-1s 0.024750) (11H-2s 0.009069) (11H-1px 0.001114) (12H-1s 0.029907) (12H-1px 0.001416)
119; 2.409230; 9; -1.121630;  (0C-2s 0.146250) (0C-1pz 0.064138) (0C-3s 0.117590) (0C-2pz 0.030353) (0C-2py 0.005746) (0C-1dz2 0.004870) (1C-2s 0.195385) (1C-1pz 0.030549) (1C-1py 0.077664) (1C-3s 0.068344) (1C-2px 0.011636) (1C-1dz2 0.001861) (1C-1dyz 0.000771) (2C-2s 0.257049) (2C-1py 0.053219) (2C-3s 0.206296) (2C-2py 0.022439) (2C-1dz2 0.003661) (2C-1dyz 0.002823) (3C-2s 0.195449) (3C-1px 0.042955) (3C-3s 0.068403) (3C-2pz 0.022315) (3C-2py 0.005599) (3C-1dz2 0.003737) (3C-1dyz 0.000905) (4C-2s 0.146331) (4C-1pz 0.007230) (4C-1px 0.025942) (4C-3s 0.117782) (4C-2px 0.014991) (4C-1dz2 0.002169) (5C-2s 0.126864) (5C-1pz 0.042299) (5C-1px 0.002918) (5C-3s 0.033943) (5C-2py 0.006655) (5C-1dz2 0.002436) (6H-1s 0.024732) (6H-2s 0.009094) (6H-1pz 0.002275) (6H-1py 0.000409) (7H-1s 0.029899) (7H-1pz 0.000649) (7H-1py 0.002971) (10H-1s 0.019598) (10H-1pz 0.001792) (10H-1px 0.000122) (11H-1s 0.024750) (11H-2s 0.009069) (11H-1px 0.001114) (12H-1s 0.029907) (12H-1px 0.001416)
118; 2.373100; 116; 2.324750;  (0C-1s 0.037178) (0C-2s 0.096522) (0C-1px 0.105531) (0C-2pz 0.488068) (0C-2px 1.273579) (0C-1dz2 0.193646) (0C-1dxz 0.132631) (0C-1dx2y2 0.209294) (0C-1dxy 0.313669) (1C-1pz 0.129280) (1C-1py 0.038453) (1C-3s 1.446365) (1C-2pz 2.418164) (1C-2py 0.335436) (1C-1dyz 0.143869) (1C-1dx2y2 0.067256) (2C-2s 0.000315) (2C-1pz 0.074287) (2C-1py 0.077857) (2C-2pz 2.212419) (2C-2py 2.286647) (2C-1dxz 0.068158) (3C-1s 0.003911) (3C-2s 0.102084) (3C-1pz 0.031435) (3C-1py 0.128199) (3C-2pz 0.189325) (3C-2py 2.361855) (3C-1dz2 0.051419) (3C-1dxz 0.108648) (3C-1dxy 0.079404) (4C-1px 0.096984) (4C-3s 2.363674) (4C-2px 1.010998) (4C-2py 0.281967) (4C-1dz2 0.260722) (4C-1dyz 0.262622) (4C-1dx2y2 0.033954) (5C-1px 0.218690) (5C-3s 0.010659) (5C-2px 2.184227) (5C-1dxz 0.235776) (6H-1s 0.057116) (6H-1py 0.230981) (7H-1s 0.058756) (7H-2s 0.293658) (7H-1py 0.136302) (10H-2s 0.001522) (10H-1pz 0.368973) (10H-1py 0.386079) (11H-2s 0.142443) (11H-1pz 0.243896) (12H-1pz 0.171152) (12H-1px 0.009792)
121; 2.436320; 122; 2.516120;  (0C-1s 0.001107) (0C-2s 0.003683) (0C-1pz 0.005338) (0C-1px 0.012158) (0C-1dz2 0.078189) (0C-1dxz 0.077083) (0C-1dyz 0.116201) (0C-1dxy 0.138916) (1C-1s 0.000402) (1C-1dx2y2 0.396642) (2C-1py 0.001130) (2C-3s 0.057793) (2C-2px 0.001349) (2C-2py 0.005684) (2C-1dx2y2 0.523253) (3C-1s 0.000517) (3C-1pz 0.027876) (3C-1px 0.065532) (3C-1py 0.040979) (3C-2pz 0.004994) (3C-2px 0.000029) (3C-2py 0.015443) (3C-1dx2y2 0.465300) (4C-1s 0.000966) (4C-2s 0.002443) (4C-1pz 0.003716) (4C-2pz 0.008997) (4C-2px 0.011477) (4C-2py 0.022183) (4C-1dz2 0.102943) (4C-1dxz 0.150331) (4C-1dyz 0.125761) (4C-1dxy 0.076957) (5C-2s 0.006085) (5C-1pz 0.003576) (5C-1px 0.000673) (5C-3s 0.039902) (5C-2pz 0.016158) (5C-2px 0.000528) (5C-1dz2 0.085963) (5C-1dxz 0.091065) (5C-1dyz 0.116683) (5C-1dxy 0.078756) (6H-1pz 0.063672) (6H-1px 0.175216) (6H-1py 0.075056) (10H-1s 0.001271) (10H-2s 0.003458) (10H-1px 0.002139) (10H-1py 0.003559) (12H-1pz 0.106982) (12H-1px 0.302314) (12H-1py 0.130671)
117; 2.338370; 114; 2.266650;  (0C-1s 0.050684) (0C-2s 0.482322) (0C-1px 0.125120) (0C-2px 1.233624) (0C-1dxz 0.235233) (0C-1dx2y2 0.088436) (0C-1dxy 0.214410) (1C-1pz 0.016005) (1C-1py 0.118586) (1C-3s 3.298722) (1C-2pz 0.330006) (1C-2py 2.161549) (2C-1s 0.011595) (2C-2s 0.005111) (2C-1pz 0.063822) (2C-1px 0.004924) (2C-2pz 0.727637) (2C-2px 0.058547) (2C-1dz2 0.009947) (2C-1dxz 0.033639) (2C-1dxy 0.032769) (3C-1px 0.052125) (3C-3s 3.329791) (3C-2px 0.980259) (3C-1dz2 0.179123) (3C-1dyz 0.005541) (4C-1s 0.050915) (4C-2s 0.482506) (4C-1pz 0.124213) (4C-1py 0.189571) (4C-2pz 0.882367) (4C-2py 2.244369) (4C-1dxz 0.187876) (4C-1dx2y2 0.139335) (4C-1dxy 0.267320) (5C-1pz 0.199770) (5C-1px 0.013410) (5C-3s 5.996528) (5C-2pz 2.498144) (5C-2px 0.170961) (5C-1dz2 0.245877) (6H-1s 0.030322) (6H-1px 0.111936) (6H-1py 0.009603) (7H-1s 0.045568) (7H-2s 0.765453) (7H-1py 0.190796) (10H-2s 1.037925) (10H-1pz 0.264588) (10H-1px 0.019127) (11H-1s 0.029902) (11H-1py 0.270437) (12H-1s 0.044455) (12H-2s 0.769054) (12H-1px 0.065632)
123; 2.499090; 117; 2.326370;  (0C-1s 0.004240) (0C-2s 0.011665) (0C-2pz 0.070199) (0C-2px 0.148171) (0C-1dz2 0.022628) (0C-1dyz 0.024530) (0C-1dxy 0.180805) (1C-1s 0.000222) (1C-1pz 0.013485) (1C-3s 0.154786) (1C-2pz 0.306439) (1C-2py 0.016447) (1C-1dyz 0.155546) (1C-1dxy 0.302530) (2C-1s 0.000040) (2C-2s 0.000304) (2C-2pz 0.280888) (2C-2py 0.290264) (2C-1dz2 0.072345) (2C-1dxz 0.174711) (2C-1dyz 0.018404) (2C-1dx2y2 0.069544) (3C-2s 0.010206) (3C-1py 0.010678) (3C-2py 0.292116) (3C-1dx2y2 0.154165) (3C-1dxy 0.041276) (4C-3s 0.286467) (4C-2px 0.106116) (4C-2py 0.041842) (4C-1dx2y2 0.081062) (5C-1px 0.021429) (5C-3s 0.009640) (5C-2px 0.338886) (5C-1dxy 0.214515) (6H-1s 0.007286) (6H-1pz 0.015078) (6H-1px 0.084082) (6H-1py 0.076431) (7H-1s 0.008533) (7H-2s 0.034210) (7H-1pz 0.120613) (7H-1px 0.456332) (7H-1py 0.225335) (10H-2s 0.001258) (11H-2s 0.013898) (11H-1pz 0.072017) (11H-1px 0.100760) (11H-1py 0.035122) (12H-1pz 0.170402) (12H-1px 0.436361) (12H-1py 0.161969)
122; 2.451930; 125; 2.564810;  (8N-1s 0.000006) (8N-2s 0.000085) (8N-1pz 0.026775) (8N-1py 0.233455) (8N-2pz 0.055082) (8N-2py 0.480259) (8N-1dxz 0.126388) (8N-1dxy 1.100007) (9N-1s 0.000006) (9N-2s 0.000085) (9N-1px 0.004118) (9N-2px 0.008640) (9N-1dxz 0.126440) (9N-1dxy 1.100451)
120; 2.412690; 120; 2.444340;  (8N-1s 0.051385) (8N-2s 0.710958) (8N-1px 0.357078) (8N-1py 0.006718) (8N-2pz 0.005253) (8N-1dz2 0.420293) (8N-1dxz 0.013669) (8N-1dyz 0.000260) (9N-1s 0.051285) (9N-2s 0.712792) (9N-1pz 0.003344) (9N-2px 0.554993) (9N-2py 0.010542) (9N-1dz2 0.418556) (9N-1dxz 0.013607) (9N-1dyz 0.000259)
125; 2.628520; 126; 2.565680;  (0C-1px 0.081171) (0C-3s 1.941457) (0C-2pz 0.545811) (1C-1s 0.040777) (1C-2s 0.056214) (1C-1pz 0.146794) (1C-1py 0.105509) (1C-2pz 0.586782) (1C-2px 0.037709) (1C-1dxz 0.206524) (1C-1dyz 0.067701) (1C-1dx2y2 0.032487) (1C-1dxy 0.042509) (2C-1px 0.136416) (2C-3s 0.013992) (2C-2pz 0.417946) (2C-2py 0.436178) (2C-1dxz 0.088407) (3C-1pz 0.099662) (3C-1py 0.153192) (3C-3s 0.855054) (3C-2py 0.542291) (4C-1s 0.048274) (4C-2s 0.298762) (4C-1px 0.078706) (4C-2py 0.521443) (4C-1dxz 0.226190) (4C-1dyz 0.131189) (4C-1dx2y2 0.060793) (4C-1dxy 0.052992) (5C-2s 0.000513) (5C-1pz 0.168892) (5C-1py 0.173924) (5C-3s 0.008277) (5C-2pz 0.309959) (5C-2py 0.314471) (5C-1dxz 0.085736) (6H-1px 0.014213) (6H-1py 0.140069) (7H-1s 0.010593) (7H-2s 0.076144) (7H-1py 0.305678) (10H-1s 0.000030) (10H-2s 0.000574) (10H-1px 0.258584) (11H-1s 0.063960) (11H-2s 0.068053) (11H-1pz 0.157201) (11H-1px 0.039544) (12H-1pz 0.328660)
12; -0.896640; 13; -0.816610;  (0C-1s 0.056439) (0C-1pz 0.017270) (0C-1py 0.171948) (0C-2pz 0.028790) (0C-2py 0.049398) (0C-1dyz 0.006016) (0C-1dx2y2 0.001500) (1C-1s 0.053946) (1C-1pz 0.188309) (1C-1py 0.041080) (1C-2pz 0.043120) (1C-2py 0.006564) (1C-1dz2 0.000815) (1C-1dyz 0.009830) (1C-1dx2y2 0.004648) (1C-1dxy 0.000214) (2C-2s 0.201517) (2C-1py 0.000280) (2C-3s 0.190704) (2C-2pz 0.000636) (2C-2px 0.000072) (2C-1dz2 0.000552) (2C-1dyz 0.001372) (3C-1s 0.053925) (3C-1px 0.095217) (3C-2px 0.020397) (3C-1dyz 0.009346) (3C-1dx2y2 0.001175) (4C-1s 0.056362) (4C-1px 0.073682) (4C-2px 0.031569) (4C-1dyz 0.006133) (4C-1dx2y2 0.002430) (5C-2s 0.176353) (5C-1py 0.012192) (5C-3s 0.116139) (5C-2py 0.022004) (5C-1dz2 0.001636) (6H-1px 0.001665) (6H-1py 0.001039) (7H-1pz 0.001887) (7H-1px 0.001909) (10H-1s 0.077709) (10H-2s 0.021565) (10H-1pz 0.004397) (10H-1px 0.000303) (11H-1py 0.005928) (12H-1pz 0.005941)
97; 1.726180; 95; 1.612890;  (0C-1pz 0.025302) (0C-1py 0.068541) (0C-3s 2.941863) (0C-2pz 1.404275) (0C-1dz2 0.121558) (0C-1dyz 0.254039) (0C-1dx2y2 0.198727) (0C-1dxy 0.093377) (1C-1s 0.023172) (1C-2s 0.565067) (1C-1py 0.139594) (1C-2pz 0.261471) (1C-2px 0.713506) (1C-1dxz 0.015175) (1C-1dyz 0.199038) (1C-1dx2y2 0.070301) (2C-1pz 0.032868) (2C-1px 0.002974) (2C-3s 2.754080) (2C-2py 0.675912) (2C-1dxz 0.035388) (2C-1dyz 0.149083) (2C-1dx2y2 0.110640) (2C-1dxy 0.068911) (3C-1s 0.023134) (3C-2s 0.567621) (3C-1py 0.120685) (3C-2pz 1.833232) (3C-1dyz 0.207432) (3C-1dx2y2 0.124445) (3C-1dxy 0.047933) (4C-1px 0.036783) (4C-3s 2.940606) (4C-2pz 0.127744) (4C-2px 0.575866) (4C-1dxz 0.053269) (4C-1dyz 0.227604) (5C-1s 0.025461) (5C-2s 0.479983) (5C-1pz 0.044767) (5C-1px 0.003727) (5C-2py 1.567219) (5C-1dz2 0.072302) (5C-1dxz 0.131433) (5C-1dxy 0.104089) (6H-2s 0.380677) (6H-1pz 0.083876) (7H-1px 0.000481) (7H-1py 0.067412) (10H-1pz 0.114846) (10H-1px 0.008114) (11H-2s 0.381500) (11H-1pz 0.014936) (11H-1px 0.032721) (12H-1py 0.079580)
98; 1.741840; 97; 1.734220;  (0C-1px 0.034579) (0C-1py 0.006536) (0C-3s 5.467362) (0C-2pz 3.230855) (0C-2py 0.641153) (0C-1dz2 0.004160) (0C-1dxz 0.196238) (0C-1dx2y2 0.143131) (0C-1dxy 0.249400) (1C-1s 0.061269) (1C-2s 0.653340) (1C-1pz 0.119258) (1C-1py 0.025964) (1C-2px 1.755174) (1C-1dxz 0.092306) (2C-1py 0.003001) (2C-3s 6.705566) (2C-2py 1.169020) (2C-1dxz 0.087582) (2C-1dyz 0.166297) (2C-1dx2y2 0.190160) (2C-1dxy 0.140450) (3C-1s 0.061246) (3C-2s 0.653875) (3C-1px 0.064412) (3C-2pz 3.378642) (3C-2py 0.950801) (3C-1dz2 0.080756) (3C-1dx2y2 0.013754) (3C-1dxy 0.085750) (4C-1py 0.093217) (4C-3s 5.465426) (4C-2px 1.577440) (4C-1dxz 0.218655) (4C-1dx2y2 0.066567) (4C-1dxy 0.217704) (5C-1s 0.052945) (5C-2s 1.246839) (5C-1pz 0.234295) (5C-1px 0.016591) (5C-2py 2.841547) (5C-1dxz 0.096543) (5C-1dyz 0.254942) (5C-1dx2y2 0.176841) (5C-1dxy 0.153938) (6H-1s 0.362909) (6H-2s 0.739546) (6H-1py 0.110523) (7H-1pz 0.042453) (7H-1py 0.066151) (10H-1py 0.042877) (11H-1s 0.363154) (11H-2s 0.739512) (11H-1px 0.010855) (11H-1py 0.114376) (12H-1px 0.017679)
128; 2.895900; 127; 2.702640;  (0C-2s 0.217029) (0C-1pz 0.136121) (0C-2pz 0.230433) (0C-2py 0.017358) (0C-1dyz 0.032999) (1C-1s 0.014884) (1C-2s 0.091841) (1C-1pz 0.215360) (1C-1py 0.276024) (1C-2px 0.042626) (1C-2py 0.091115) (1C-1dz2 0.013333) (1C-1dyz 0.522792) (1C-1dx2y2 0.192768) (2C-1pz 0.319842) (2C-1py 0.330672) (2C-2px 0.272078) (2C-1dxz 0.203232) (3C-1pz 0.270191) (3C-1py 0.228382) (3C-3s 0.759323) (3C-2pz 0.099361) (3C-2px 0.068495) (3C-1dz2 0.246224) (3C-1dxz 0.105460) (3C-1dxy 0.174540) (4C-1s 0.024005) (4C-1py 0.131587) (4C-3s 0.048533) (4C-2pz 0.005463) (4C-2py 0.234447) (4C-1dxz 0.144910) (4C-1dx2y2 0.006605) (4C-1dxy 0.056723) (5C-1pz 0.133706) (5C-1py 0.138450) (5C-3s 0.014119) (5C-2px 0.059197) (5C-1dz2 0.365173) (5C-1dyz 0.026605) (5C-1dx2y2 0.185836) (5C-1dxy 0.171871) (6H-1s 0.045620) (6H-2s 0.114958) (6H-1py 0.120210) (7H-1s 0.121373) (7H-2s 0.269147) (7H-1pz 0.424790) (7H-1py 0.237246) (10H-1s 0.000080) (10H-2s 0.000978) (10H-1pz 0.167951) (10H-1py 0.174848) (11H-1pz 0.125443) (12H-1pz 0.218280) (12H-1py 0.426036)
131; 3.060010; 11; -0.974390;  (0C-2s 0.165202) (0C-1py 0.098797) (0C-3s 0.126635) (0C-2pz 0.003466) (0C-2py 0.009498) (0C-1dyz 0.005613) (1C-1s 0.052345) (1C-1px 0.031433) (1C-1py 0.003979) (1C-2px 0.001409) (1C-2py 0.004089) (1C-1dxz 0.005744) (1C-1dxy 0.002744) (2C-1s 0.111278) (2C-1pz 0.003983) (2C-1px 0.000203) (2C-2py 0.003968) (2C-1dxz 0.006364) (2C-1dx2y2 0.000995) (2C-1dxy 0.006414) (3C-1s 0.052288) (3C-1py 0.091868) (3C-2py 0.009004) (3C-1dz2 0.003452) (3C-1dxz 0.002999) (3C-1dx2y2 0.001748) (3C-1dxy 0.005735) (4C-2s 0.165134) (4C-1px 0.033256) (4C-1py 0.005406) (4C-3s 0.126756) (4C-2px 0.005109) (4C-1dz2 0.006062) (4C-1dyz 0.006359) (4C-1dx2y2 0.000997) (5C-2s 0.290446) (5C-1pz 0.034805) (5C-1px 0.002422) (5C-3s 0.202646) (5C-2py 0.001595) (5C-1dz2 0.003040) (5C-1dyz 0.001339) (6H-1s 0.045469) (6H-2s 0.011008) (6H-1pz 0.003457) (6H-1py 0.002004) (7H-1px 0.001445) (10H-1s 0.079436) (10H-2s 0.013115) (10H-1pz 0.005774) (10H-1px 0.000397) (11H-1s 0.045458) (11H-2s 0.010920) (11H-1px 0.002223) (12H-1pz 0.002060) (12H-1py 0.001496)
